case,age_group,goal,method,valid,safe,score_before,score_after,norm_l1,norm_l2,n_changed,n_unavailable,n_hard_violations,evaluations,runtime_s,note
259,older_adult,weight_management,foodsense_de,0,1,0.3454,0.3759,0.2182,0.1142,2,0,0,641,0.151,plateaued_without_validity
259,older_adult,weight_management,wachter,0,1,0.3454,0.3738,0.2242,0.1162,4,0,0,641,0.196,plateaued_without_validity
259,older_adult,weight_management,dice_random,0,1,0.3454,0.3454,0.0,0.0,0,0,0,6001,1.317,evaluation_budget_exhausted
259,older_adult,weight_management,dice_genetic,0,1,0.3454,0.3454,0.0,0.0,0,0,0,6001,12.08,evaluation_budget_exhausted
259,older_adult,weight_management,greedy,0,1,0.3454,0.699,1.7293,0.8989,6,1,0,731,0.096,
260,older_adult,glycemic_control,foodsense_de,0,1,0.4786,0.6926,5.35,4.8639,3,0,0,4601,0.778,plateaued_without_validity
260,older_adult,glycemic_control,wachter,1,1,0.4786,0.7028,5.98,3.7628,5,2,0,2721,0.593,valid_and_plateaued
260,older_adult,glycemic_control,dice_random,1,1,0.4786,0.7628,7.8,5.3838,4,1,0,2013,0.687,
260,older_adult,glycemic_control,dice_genetic,0,1,0.4786,0.4786,0.0,0.0,0,0,0,6001,11.056,evaluation_budget_exhausted
260,older_adult,glycemic_control,greedy,1,1,0.4786,0.7411,6.0,5.5123,3,0,0,356,0.04,
261,older_adult,balanced_nutrition,foodsense_de,0,1,0.2409,0.2184,0.6175,0.2553,5,0,0,641,0.148,plateaued_without_validity
261,older_adult,balanced_nutrition,wachter,1,1,0.2409,0.7489,4.0035,1.7565,11,2,0,2361,0.664,valid_and_plateaued
261,older_adult,balanced_nutrition,dice_random,1,1,0.2409,0.7862,5.8561,3.6786,10,1,0,5013,1.357,
261,older_adult,balanced_nutrition,dice_genetic,0,1,0.2409,0.2409,0.0,0.0,0,0,0,6001,12.211,evaluation_budget_exhausted
261,older_adult,balanced_nutrition,greedy,1,1,0.2409,0.7569,3.2877,1.5151,8,2,0,761,0.101,
262,older_adult,weight_management,foodsense_de,0,1,0.3285,0.6499,2.2267,1.8684,4,0,0,841,0.567,plateaued_without_validity
262,older_adult,weight_management,wachter,0,1,0.3285,0.6578,5.7467,3.253,9,2,0,1121,1.165,plateaued_without_validity
262,older_adult,weight_management,dice_random,0,1,0.3285,0.3285,0.0,0.0,0,0,0,6001,1.287,evaluation_budget_exhausted
262,older_adult,weight_management,dice_genetic,0,1,0.3285,0.3285,0.0,0.0,0,0,0,6001,11.578,evaluation_budget_exhausted
262,older_adult,weight_management,greedy,1,1,0.3285,0.7082,1.9253,0.9787,6,2,0,667,0.295,
263,older_adult,glycemic_control,foodsense_de,0,1,0.0,0.6443,0.865,0.3826,6,0,0,2641,0.588,plateaued_without_validity
263,older_adult,glycemic_control,wachter,0,0,0.0,0.0,0.0101,0.0042,0,0,7,641,0.215,plateaued_without_validity
263,older_adult,glycemic_control,dice_random,0,0,0.0,0.0,0.0,0.0,0,0,10,6001,1.401,evaluation_budget_exhausted
263,older_adult,glycemic_control,dice_genetic,0,0,0.0,0.0,0.0,0.0,0,0,10,6001,12.339,evaluation_budget_exhausted
263,older_adult,glycemic_control,greedy,0,0,0.0,0.0001,0.3298,0.193,3,0,4,752,0.118,
264,older_adult,glycemic_control,foodsense_de,0,1,0.2625,0.6933,2.119,1.3295,4,0,0,2841,0.517,plateaued_without_validity
264,older_adult,glycemic_control,wachter,1,1,0.2625,0.7688,1.0714,0.5357,5,3,0,4361,0.914,valid_and_plateaued
264,older_adult,glycemic_control,dice_random,0,1,0.2625,0.2625,0.0,0.0,0,0,0,6001,1.159,evaluation_budget_exhausted
264,older_adult,glycemic_control,dice_genetic,0,1,0.2625,0.2625,0.0,0.0,0,0,0,6001,10.531,evaluation_budget_exhausted
264,older_adult,glycemic_control,greedy,1,1,0.2625,0.7454,1.1548,0.7114,3,2,0,443,0.053,
265,older_adult,weight_management,foodsense_de,0,1,0.202,0.6058,1.6,1.0381,3,0,0,4321,1.393,plateaued_without_validity
265,older_adult,weight_management,wachter,0,0,0.202,0.071,1.9688,0.911,6,1,1,2121,1.541,plateaued_without_validity
265,older_adult,weight_management,dice_random,0,1,0.202,0.202,0.0,0.0,0,0,0,6001,1.129,evaluation_budget_exhausted
265,older_adult,weight_management,dice_genetic,0,1,0.202,0.202,0.0,0.0,0,0,0,6001,10.483,evaluation_budget_exhausted
265,older_adult,weight_management,greedy,1,1,0.202,0.7499,1.75,0.9646,5,1,0,779,0.251,
266,older_adult,balanced_nutrition,foodsense_de,0,1,0.5403,0.5893,0.0173,0.0084,0,0,0,641,0.142,plateaued_without_validity
266,older_adult,balanced_nutrition,wachter,0,1,0.5403,0.607,0.0424,0.0235,1,0,0,641,0.168,plateaued_without_validity
266,older_adult,balanced_nutrition,dice_random,1,1,0.5403,0.8093,0.6797,0.6127,2,1,0,3013,0.892,
266,older_adult,balanced_nutrition,dice_genetic,0,1,0.5403,0.5403,0.0,0.0,0,0,0,6001,11.72,evaluation_budget_exhausted
266,older_adult,balanced_nutrition,greedy,1,1,0.5403,0.7289,0.342,0.2421,2,1,0,418,0.057,
267,older_adult,weight_management,foodsense_de,0,1,0.6646,0.6556,0.0246,0.0149,1,0,0,641,0.137,plateaued_without_validity
267,older_adult,weight_management,wachter,0,1,0.6646,0.6563,0.0844,0.048,3,0,0,641,0.229,plateaued_without_validity
267,older_adult,weight_management,dice_random,1,1,0.6646,0.7883,0.2148,0.1398,3,0,0,2013,0.645,
267,older_adult,weight_management,dice_genetic,0,1,0.6646,0.6646,0.0,0.0,0,0,0,6001,11.44,evaluation_budget_exhausted
267,older_adult,weight_management,greedy,1,1,0.6646,0.7772,0.1344,0.1118,2,0,0,270,0.035,
268,older_adult,weight_management,foodsense_de,0,1,0.4756,0.5741,0.0604,0.0379,2,0,0,641,0.149,plateaued_without_validity
268,older_adult,weight_management,wachter,0,1,0.4756,0.5907,0.0989,0.047,4,0,0,641,0.174,plateaued_without_validity
268,older_adult,weight_management,dice_random,1,1,0.4756,0.7127,0.2639,0.1554,4,0,0,2013,0.719,
268,older_adult,weight_management,dice_genetic,0,1,0.4756,0.4756,0.0,0.0,0,0,0,6001,11.544,evaluation_budget_exhausted
268,older_adult,weight_management,greedy,1,1,0.4756,0.719,0.2358,0.1297,4,0,0,532,0.075,
269,older_adult,balanced_nutrition,foodsense_de,0,1,0.0,0.5102,0.5089,0.2825,6,0,0,1721,0.369,plateaued_without_validity
269,older_adult,balanced_nutrition,wachter,0,0,0.0,0.0,0.1046,0.0477,5,0,5,641,0.208,plateaued_without_validity
269,older_adult,balanced_nutrition,dice_random,0,0,0.0,0.0,0.3753,0.2652,3,0,5,3013,0.919,
269,older_adult,balanced_nutrition,dice_genetic,0,0,0.0,0.0,0.0,0.0,0,0,6,6001,11.232,evaluation_budget_exhausted
269,older_adult,balanced_nutrition,greedy,0,0,0.0,0.0,0.3613,0.2463,3,0,5,633,0.097,
270,older_adult,glycemic_control,foodsense_de,0,1,0.3963,0.6952,1.3797,1.2549,2,0,0,3761,0.695,plateaued_without_validity
270,older_adult,glycemic_control,wachter,1,1,0.3963,0.7657,1.6734,0.8838,6,2,0,1361,0.325,valid_and_plateaued
270,older_adult,glycemic_control,dice_random,1,1,0.3963,0.7748,1.9722,1.3281,3,1,0,2013,0.658,
270,older_adult,glycemic_control,dice_genetic,0,1,0.3963,0.3963,0.0,0.0,0,0,0,6001,11.323,evaluation_budget_exhausted
270,older_adult,glycemic_control,greedy,1,1,0.3963,0.7577,0.8582,0.548,3,1,0,512,0.066,
271,older_adult,balanced_nutrition,foodsense_de,0,1,0.3086,0.3049,0.0065,0.0048,0,0,0,641,0.127,plateaued_without_validity
271,older_adult,balanced_nutrition,wachter,0,1,0.3086,0.6478,0.7494,0.4179,6,2,0,5081,1.105,plateaued_without_validity
271,older_adult,balanced_nutrition,dice_random,0,1,0.3086,0.3086,0.0,0.0,0,0,0,6001,1.233,evaluation_budget_exhausted
271,older_adult,balanced_nutrition,dice_genetic,0,1,0.3086,0.3086,0.0,0.0,0,0,0,6001,10.687,evaluation_budget_exhausted
271,older_adult,balanced_nutrition,greedy,0,1,0.3086,0.5894,0.5402,0.4099,3,0,0,587,0.068,
272,older_adult,weight_management,foodsense_de,1,1,0.68,0.708,0.0566,0.0234,5,0,0,641,0.158,valid_and_plateaued
272,older_adult,weight_management,wachter,1,1,0.68,0.708,0.0566,0.0234,5,0,0,641,0.198,valid_and_plateaued
272,older_adult,weight_management,dice_random,1,1,0.68,0.7563,0.0882,0.0393,6,1,0,4013,1.114,
272,older_adult,weight_management,dice_genetic,0,1,0.68,0.68,0.0,0.0,0,0,0,6001,12.505,evaluation_budget_exhausted
272,older_adult,weight_management,greedy,1,1,0.68,0.7412,0.1224,0.0698,6,1,0,314,0.047,
273,older_adult,balanced_nutrition,foodsense_de,0,1,0.419,0.3756,0.9192,0.4351,4,0,0,641,0.131,plateaued_without_validity
273,older_adult,balanced_nutrition,wachter,1,1,0.419,0.7803,6.2396,2.7121,10,5,0,2601,0.67,valid_and_plateaued
273,older_adult,balanced_nutrition,dice_random,1,1,0.419,0.7487,7.0752,5.6393,6,1,0,4013,0.933,
273,older_adult,balanced_nutrition,dice_genetic,0,1,0.419,0.419,0.0,0.0,0,0,0,6001,11.489,evaluation_budget_exhausted
273,older_adult,balanced_nutrition,greedy,1,1,0.419,0.7465,5.9331,2.6854,8,3,0,900,0.114,
274,older_adult,weight_management,foodsense_de,0,1,0.4469,0.4498,0.1195,0.115,1,0,0,641,0.505,plateaued_without_validity
274,older_adult,weight_management,wachter,0,1,0.4469,0.6353,0.2856,0.1383,7,1,0,3721,2.982,plateaued_without_validity
274,older_adult,weight_management,dice_random,0,1,0.4469,0.4469,0.0,0.0,0,0,0,6001,1.242,evaluation_budget_exhausted
274,older_adult,weight_management,dice_genetic,0,1,0.4469,0.4469,0.0,0.0,0,0,0,6001,11.611,evaluation_budget_exhausted
274,older_adult,weight_management,greedy,0,1,0.4469,0.6394,0.2501,0.1439,4,0,0,507,0.247,
275,older_adult,balanced_nutrition,foodsense_de,0,1,0.4775,0.4738,0.0453,0.0342,1,0,0,641,0.14,plateaued_without_validity
275,older_adult,balanced_nutrition,wachter,1,1,0.4775,0.7665,1.0406,0.4388,9,0,0,2081,0.523,valid_and_plateaued
275,older_adult,balanced_nutrition,dice_random,0,1,0.4775,0.4775,0.0,0.0,0,0,0,6001,1.23,evaluation_budget_exhausted
275,older_adult,balanced_nutrition,dice_genetic,0,1,0.4775,0.4775,0.0,0.0,0,0,0,6001,11.306,evaluation_budget_exhausted
275,older_adult,balanced_nutrition,greedy,0,1,0.4775,0.684,0.3056,0.2625,2,0,0,256,0.036,
276,older_adult,balanced_nutrition,foodsense_de,0,1,0.4565,0.467,0.0875,0.0416,4,0,0,641,0.56,plateaued_without_validity
276,older_adult,balanced_nutrition,wachter,0,1,0.4565,0.467,0.0875,0.0416,4,0,0,641,0.759,plateaued_without_validity
276,older_adult,balanced_nutrition,dice_random,1,1,0.4565,0.805,0.5827,0.3573,6,0,0,3013,0.959,
276,older_adult,balanced_nutrition,dice_genetic,0,1,0.4565,0.4565,0.0,0.0,0,0,0,6001,12.189,evaluation_budget_exhausted
276,older_adult,balanced_nutrition,greedy,1,1,0.4565,0.7383,0.3279,0.175,6,2,0,454,0.216,
277,older_adult,weight_management,foodsense_de,0,1,0.4912,0.4943,0.0327,0.0157,0,0,0,641,0.495,plateaued_without_validity
277,older_adult,weight_management,wachter,1,1,0.4912,0.712,0.9739,0.5047,4,0,0,961,1.047,valid_and_plateaued
277,older_adult,weight_management,dice_random,1,1,0.4912,0.8147,1.1477,0.9691,2,1,0,2013,0.761,
277,older_adult,weight_management,dice_genetic,0,1,0.4912,0.4912,0.0,0.0,0,0,0,6001,11.705,evaluation_budget_exhausted
277,older_adult,weight_management,greedy,0,1,0.4912,0.6901,0.3765,0.2496,2,0,0,418,0.193,
278,older_adult,glycemic_control,foodsense_de,0,1,0.0,0.6507,0.9421,0.5602,5,0,0,5281,1.009,plateaued_without_validity
278,older_adult,glycemic_control,wachter,0,0,0.0,0.0001,0.714,0.5198,6,0,4,6001,1.45,evaluation_budget
278,older_adult,glycemic_control,dice_random,0,0,0.0,0.0,0.0,0.0,0,0,4,6001,1.299,evaluation_budget_exhausted
278,older_adult,glycemic_control,dice_genetic,0,0,0.0,0.0,0.0,0.0,0,0,4,6001,11.274,evaluation_budget_exhausted
278,older_adult,glycemic_control,greedy,0,0,0.0,0.0001,0.7611,0.5504,3,0,4,383,0.056,
279,older_adult,balanced_nutrition,foodsense_de,0,1,0.3662,0.6715,0.6729,0.3896,3,0,0,3001,0.577,plateaued_without_validity
279,older_adult,balanced_nutrition,wachter,0,1,0.3662,0.6457,0.8729,0.3524,7,1,0,3241,0.734,plateaued_without_validity
279,older_adult,balanced_nutrition,dice_random,0,1,0.3662,0.3662,0.0,0.0,0,0,0,6001,1.171,evaluation_budget_exhausted
279,older_adult,balanced_nutrition,dice_genetic,0,1,0.3662,0.3662,0.0,0.0,0,0,0,6001,11.55,evaluation_budget_exhausted
279,older_adult,balanced_nutrition,greedy,0,1,0.3662,0.6987,0.8785,0.5113,3,0,0,641,0.09,
280,older_adult,balanced_nutrition,foodsense_de,0,1,0.4085,0.3608,0.5297,0.5293,1,0,0,641,0.13,plateaued_without_validity
280,older_adult,balanced_nutrition,wachter,0,1,0.4085,0.3608,0.5297,0.5293,1,0,0,641,0.161,plateaued_without_validity
280,older_adult,balanced_nutrition,dice_random,0,1,0.4085,0.4085,0.0,0.0,0,0,0,6001,1.221,evaluation_budget_exhausted
280,older_adult,balanced_nutrition,dice_genetic,0,1,0.4085,0.4085,0.0,0.0,0,0,0,6001,11.109,evaluation_budget_exhausted
280,older_adult,balanced_nutrition,greedy,0,1,0.4085,0.6333,0.7355,0.5482,4,0,0,576,0.083,
281,older_adult,weight_management,foodsense_de,0,1,0.446,0.5192,0.209,0.1243,2,0,0,641,0.148,plateaued_without_validity
281,older_adult,weight_management,wachter,0,1,0.446,0.5193,0.2507,0.1289,2,0,0,641,0.175,plateaued_without_validity
281,older_adult,weight_management,dice_random,1,1,0.446,0.7313,3.0746,2.8684,3,0,0,2013,0.721,
281,older_adult,weight_management,dice_genetic,0,1,0.446,0.446,0.0,0.0,0,0,0,6001,12.259,evaluation_budget_exhausted
281,older_adult,weight_management,greedy,1,1,0.446,0.7336,0.994,0.5823,4,1,0,536,0.081,
282,older_adult,weight_management,foodsense_de,0,1,0.5134,0.5159,0.0242,0.0132,1,0,0,641,0.612,plateaued_without_validity
282,older_adult,weight_management,wachter,0,1,0.5134,0.5328,0.0798,0.0353,2,0,0,641,0.838,plateaued_without_validity
282,older_adult,weight_management,dice_random,0,1,0.5134,0.6871,0.6688,0.5444,3,1,0,5013,1.484,
282,older_adult,weight_management,dice_genetic,0,1,0.5134,0.5134,0.0,0.0,0,0,0,6001,12.113,evaluation_budget_exhausted
282,older_adult,weight_management,greedy,1,1,0.5134,0.7325,0.5245,0.3842,3,0,0,431,0.27,
283,older_adult,glycemic_control,foodsense_de,1,1,0.436,0.7435,5.7897,5.2539,3,0,0,2561,0.515,valid_and_plateaued
283,older_adult,glycemic_control,wachter,1,1,0.436,0.7468,5.6421,2.573,8,5,0,1561,0.39,valid_and_plateaued
283,older_adult,glycemic_control,dice_random,1,1,0.436,0.7644,4.9852,4.384,3,0,0,2013,0.716,
283,older_adult,glycemic_control,dice_genetic,0,1,0.436,0.436,0.0,0.0,0,0,0,6001,11.568,evaluation_budget_exhausted
283,older_adult,glycemic_control,greedy,0,1,0.436,0.697,3.2804,2.4003,3,2,0,370,0.046,
284,older_adult,balanced_nutrition,foodsense_de,0,1,0.2327,0.6982,1.3865,1.3528,1,0,0,5001,0.965,plateaued_without_validity
284,older_adult,balanced_nutrition,wachter,1,1,0.2327,0.79,1.6924,0.7641,7,1,0,2881,0.669,valid_and_plateaued
284,older_adult,balanced_nutrition,dice_random,1,1,0.2327,0.7698,2.8357,1.9266,3,0,0,3013,0.889,
284,older_adult,balanced_nutrition,dice_genetic,0,1,0.2327,0.2327,0.0,0.0,0,0,0,6001,11.089,evaluation_budget_exhausted
284,older_adult,balanced_nutrition,greedy,1,1,0.2327,0.7894,1.5314,1.0574,3,0,0,367,0.046,
285,older_adult,balanced_nutrition,foodsense_de,0,1,0.3366,0.6239,0.63,0.3303,4,0,0,1481,0.3,plateaued_without_validity
285,older_adult,balanced_nutrition,wachter,1,1,0.3366,0.7626,4.6767,2.3238,9,1,0,1841,0.462,valid_and_plateaued
285,older_adult,balanced_nutrition,dice_random,0,1,0.3366,0.3366,0.0,0.0,0,0,0,6001,1.139,evaluation_budget_exhausted
285,older_adult,balanced_nutrition,dice_genetic,0,1,0.3366,0.3366,0.0,0.0,0,0,0,6001,11.375,evaluation_budget_exhausted
285,older_adult,balanced_nutrition,greedy,0,1,0.3366,0.6912,1.63,0.7499,6,1,0,519,0.065,
286,older_adult,glycemic_control,foodsense_de,0,1,0.4389,0.6755,0.4133,0.372,2,0,0,2881,0.567,plateaued_without_validity
286,older_adult,glycemic_control,wachter,1,1,0.4389,0.7054,0.3842,0.1867,6,2,0,4241,1.009,valid_and_plateaued
286,older_adult,glycemic_control,dice_random,1,1,0.4389,0.7081,0.8558,0.5881,3,2,0,2013,0.639,
286,older_adult,glycemic_control,dice_genetic,0,1,0.4389,0.4389,0.0,0.0,0,0,0,6001,10.667,evaluation_budget_exhausted
286,older_adult,glycemic_control,greedy,0,1,0.4389,0.6741,0.4073,0.366,2,0,0,224,0.026,
287,older_adult,balanced_nutrition,foodsense_de,0,1,0.3186,0.3198,0.0103,0.0072,1,0,0,641,0.165,plateaued_without_validity
287,older_adult,balanced_nutrition,wachter,0,1,0.3186,0.3198,0.0103,0.0072,1,0,0,641,0.195,plateaued_without_validity
287,older_adult,balanced_nutrition,dice_random,0,1,0.3186,0.3186,0.0,0.0,0,0,0,6001,1.531,evaluation_budget_exhausted
287,older_adult,balanced_nutrition,dice_genetic,0,1,0.3186,0.3186,0.0,0.0,0,0,0,6001,12.89,evaluation_budget_exhausted
287,older_adult,balanced_nutrition,greedy,0,1,0.3186,0.4885,0.1243,0.0733,4,0,0,607,0.122,
288,older_adult,balanced_nutrition,foodsense_de,0,1,0.4485,0.4238,0.0312,0.0167,1,0,0,641,0.159,plateaued_without_validity
288,older_adult,balanced_nutrition,wachter,1,1,0.4485,0.7917,0.1619,0.0903,4,1,0,6001,1.419,evaluation_budget
288,older_adult,balanced_nutrition,dice_random,1,1,0.4485,0.8414,0.5827,0.3851,4,1,0,3013,0.976,
288,older_adult,balanced_nutrition,dice_genetic,0,1,0.4485,0.4485,0.0,0.0,0,0,0,6001,12.201,evaluation_budget_exhausted
288,older_adult,balanced_nutrition,greedy,1,1,0.4485,0.8615,0.2667,0.1689,3,0,0,439,0.057,
289,older_adult,balanced_nutrition,foodsense_de,0,1,0.4781,0.4863,0.0051,0.0036,0,0,0,641,0.38,plateaued_without_validity
289,older_adult,balanced_nutrition,wachter,0,0,0.4781,0.0754,1.1869,0.6489,7,1,1,2641,2.117,plateaued_without_validity
289,older_adult,balanced_nutrition,dice_random,0,0,0.4781,0.0884,2.6566,1.6511,3,1,1,5013,1.128,
289,older_adult,balanced_nutrition,dice_genetic,0,1,0.4781,0.4781,0.0,0.0,0,0,0,6001,10.53,evaluation_budget_exhausted
289,older_adult,balanced_nutrition,greedy,1,1,0.4781,0.7256,0.8131,0.4337,4,2,0,527,0.168,
290,older_adult,glycemic_control,foodsense_de,0,1,0.3693,0.4829,0.0921,0.0548,2,0,0,641,0.505,plateaued_without_validity
290,older_adult,glycemic_control,wachter,0,1,0.3693,0.4829,0.0921,0.0548,2,0,0,641,0.754,plateaued_without_validity
290,older_adult,glycemic_control,dice_random,1,1,0.3693,0.7779,0.827,0.7369,3,0,0,2013,0.757,
290,older_adult,glycemic_control,dice_genetic,0,1,0.3693,0.3693,0.0,0.0,0,0,0,6001,12.006,evaluation_budget_exhausted
290,older_adult,glycemic_control,greedy,1,1,0.3693,0.7576,0.3951,0.2312,4,1,0,540,0.193,
291,older_adult,weight_management,foodsense_de,0,1,0.371,0.3669,0.0088,0.0057,0,0,0,641,0.133,plateaued_without_validity
291,older_adult,weight_management,wachter,0,1,0.371,0.5464,0.2242,0.1081,6,1,0,2601,0.644,plateaued_without_validity
291,older_adult,weight_management,dice_random,0,1,0.371,0.371,0.0,0.0,0,0,0,6001,1.267,evaluation_budget_exhausted
291,older_adult,weight_management,dice_genetic,0,1,0.371,0.371,0.0,0.0,0,0,0,6001,11.882,evaluation_budget_exhausted
291,older_adult,weight_management,greedy,0,1,0.371,0.6764,0.7331,0.584,4,0,0,1343,0.17,
292,older_adult,weight_management,foodsense_de,0,1,0.3737,0.415,0.1177,0.0679,3,0,0,641,0.177,plateaued_without_validity
292,older_adult,weight_management,wachter,0,1,0.3737,0.696,0.4577,0.1683,10,1,0,4001,1.093,plateaued_without_validity
292,older_adult,weight_management,dice_random,1,1,0.3737,0.7707,0.9869,0.7922,5,0,0,2013,0.977,
292,older_adult,weight_management,dice_genetic,0,1,0.3737,0.3737,0.0,0.0,0,0,0,6001,14.046,evaluation_budget_exhausted
292,older_adult,weight_management,greedy,1,1,0.3737,0.7715,0.3682,0.19,5,0,0,487,0.073,
293,older_adult,glycemic_control,foodsense_de,0,1,0.4831,0.4843,0.0188,0.0126,1,0,0,641,0.141,plateaued_without_validity
293,older_adult,glycemic_control,wachter,1,1,0.4831,0.7562,0.339,0.1802,6,0,0,5521,1.337,valid_and_plateaued
293,older_adult,glycemic_control,dice_random,0,1,0.4831,0.4831,0.0,0.0,0,0,0,6001,1.618,evaluation_budget_exhausted
293,older_adult,glycemic_control,dice_genetic,0,1,0.4831,0.4831,0.0,0.0,0,0,0,6001,11.727,evaluation_budget_exhausted
293,older_adult,glycemic_control,greedy,1,1,0.4831,0.7708,0.4038,0.2316,3,0,0,537,0.071,
294,older_adult,weight_management,foodsense_de,0,1,0.1837,0.1833,0.0248,0.0219,1,0,0,641,0.141,plateaued_without_validity
294,older_adult,weight_management,wachter,0,1,0.1837,0.6716,0.5148,0.205,10,1,0,6001,1.454,evaluation_budget
294,older_adult,weight_management,dice_random,0,1,0.1837,0.1837,0.0,0.0,0,0,0,6001,1.372,evaluation_budget_exhausted
294,older_adult,weight_management,dice_genetic,0,1,0.1837,0.1837,0.0,0.0,0,0,0,6001,11.879,evaluation_budget_exhausted
294,older_adult,weight_management,greedy,0,1,0.1837,0.6606,0.4793,0.2126,6,1,0,1054,0.154,
295,older_adult,glycemic_control,foodsense_de,1,1,0.0001,0.7321,0.4354,0.253,3,0,0,1721,0.353,valid_and_plateaued
295,older_adult,glycemic_control,wachter,0,0,0.0001,0.0057,0.0598,0.0544,1,0,2,641,0.175,plateaued_without_validity
295,older_adult,glycemic_control,dice_random,0,0,0.0001,0.0081,0.5098,0.5061,1,0,2,2013,0.712,
295,older_adult,glycemic_control,dice_genetic,0,0,0.0001,0.0001,0.0,0.0,0,0,4,6001,11.093,evaluation_budget_exhausted
295,older_adult,glycemic_control,greedy,0,0,0.0001,0.0007,0.1561,0.1525,1,1,3,236,0.031,
296,older_adult,balanced_nutrition,foodsense_de,0,1,0.2558,0.4677,0.1659,0.1578,1,0,0,2561,0.479,plateaued_without_validity
296,older_adult,balanced_nutrition,wachter,1,1,0.2558,0.7176,1.0612,0.7342,5,1,0,5561,1.238,valid_and_plateaued
296,older_adult,balanced_nutrition,dice_random,0,1,0.2558,0.2558,0.0,0.0,0,0,0,6001,1.18,evaluation_budget_exhausted
296,older_adult,balanced_nutrition,dice_genetic,0,1,0.2558,0.2558,0.0,0.0,0,0,0,6001,10.54,evaluation_budget_exhausted
296,older_adult,balanced_nutrition,greedy,0,1,0.2558,0.6774,1.1167,0.8073,3,0,0,421,0.06,
297,older_adult,glycemic_control,foodsense_de,0,1,0.2503,0.2383,0.061,0.033,2,0,0,641,0.175,plateaued_without_validity
297,older_adult,glycemic_control,wachter,1,1,0.2503,0.7152,0.8738,0.3776,9,1,0,2801,0.809,valid_and_plateaued
297,older_adult,glycemic_control,dice_random,0,1,0.2503,0.2503,0.0,0.0,0,0,0,6001,1.447,evaluation_budget_exhausted
